location,target_type,model,forecast_date,weights
GB,Deaths,stat_ensemble,2021-07-19,0.119375573921028
PL,Cases,stat_ensemble,2021-07-19,0.0909090909090909
PL,Deaths,stat_ensemble,2021-07-19,0.0909090909090909
CZ,Cases,mech_ensemble,2021-07-26,0.611417580791749
CZ,Deaths,mech_ensemble,2021-07-26,0.509825327510917
DE,Cases,mech_ensemble,2021-07-26,0.214285714285714
DE,Deaths,mech_ensemble,2021-07-26,0.552353845328949
FR,Cases,mech_ensemble,2021-07-26,0.1875
FR,Deaths,mech_ensemble,2021-07-26,0.722222222222222
GB,Cases,mech_ensemble,2021-07-26,0.61627595193493
GB,Deaths,mech_ensemble,2021-07-26,0.722222222222222
PL,Cases,mech_ensemble,2021-07-26,0.678543635352974
PL,Deaths,mech_ensemble,2021-07-26,0.3866930171278
CZ,Cases,semi_ensemble,2021-07-26,0.166666666666667
CZ,Deaths,semi_ensemble,2021-07-26,0.32467248908297
DE,Cases,semi_ensemble,2021-07-26,0.21844000625248
DE,Deaths,semi_ensemble,2021-07-26,0.258333184393487
FR,Cases,semi_ensemble,2021-07-26,0.332554469159032
FR,Deaths,semi_ensemble,2021-07-26,0.166666666666667
GB,Cases,semi_ensemble,2021-07-26,0.25872404806507
GB,Deaths,semi_ensemble,2021-07-26,0.166666666666667
PL,Cases,semi_ensemble,2021-07-26,0.2
PL,Deaths,semi_ensemble,2021-07-26,0.522397891963109
CZ,Cases,stat_ensemble,2021-07-26,0.221915752541585
CZ,Deaths,stat_ensemble,2021-07-26,0.165502183406114
DE,Cases,stat_ensemble,2021-07-26,0.567274279461806
DE,Deaths,stat_ensemble,2021-07-26,0.189312970277564
FR,Cases,stat_ensemble,2021-07-26,0.479945530840968
FR,Deaths,stat_ensemble,2021-07-26,0.111111111111111
GB,Cases,stat_ensemble,2021-07-26,0.125
GB,Deaths,stat_ensemble,2021-07-26,0.111111111111111
PL,Cases,stat_ensemble,2021-07-26,0.121456364647026
PL,Deaths,stat_ensemble,2021-07-26,0.0909090909090909
CZ,Cases,mech_ensemble,2021-08-02,0.222222222222222
CZ,Deaths,mech_ensemble,2021-08-02,0.615384615384615
DE,Cases,mech_ensemble,2021-08-02,0.214285714285714
DE,Deaths,mech_ensemble,2021-08-02,0.672077922077922
FR,Cases,mech_ensemble,2021-08-02,0.166666666666667
FR,Deaths,mech_ensemble,2021-08-02,0.644902634593356
GB,Cases,mech_ensemble,2021-08-02,0.1875
GB,Deaths,mech_ensemble,2021-08-02,0.722222222222222
PL,Cases,mech_ensemble,2021-08-02,0.612863974344421
PL,Deaths,mech_ensemble,2021-08-02,0.497542997542998
CZ,Cases,semi_ensemble,2021-08-02,0.661868372726734
CZ,Deaths,semi_ensemble,2021-08-02,0.284615384615385
DE,Cases,semi_ensemble,2021-08-02,0.557805296183486
DE,Deaths,semi_ensemble,2021-08-02,0.256493506493506
FR,Cases,semi_ensemble,2021-08-02,0.37376288448113
FR,Deaths,semi_ensemble,2021-08-02,0.166666666666667
GB,Cases,semi_ensemble,2021-08-02,0.230493459206734
GB,Deaths,semi_ensemble,2021-08-02,0.166666666666667
PL,Cases,semi_ensemble,2021-08-02,0.25184541378136
PL,Deaths,semi_ensemble,2021-08-02,0.411547911547912
CZ,Cases,stat_ensemble,2021-08-02,0.115909405051044
CZ,Deaths,stat_ensemble,2021-08-02,0.1
DE,Cases,stat_ensemble,2021-08-02,0.2279089895308
DE,Deaths,stat_ensemble,2021-08-02,0.0714285714285714
FR,Cases,stat_ensemble,2021-08-02,0.459570448852203
FR,Deaths,stat_ensemble,2021-08-02,0.188430698739977
GB,Cases,stat_ensemble,2021-08-02,0.582006540793266
GB,Deaths,stat_ensemble,2021-08-02,0.111111111111111
PL,Cases,stat_ensemble,2021-08-02,0.13529061187422
PL,Deaths,stat_ensemble,2021-08-02,0.0909090909090909
CZ,Cases,mech_ensemble,2021-08-09,0.222222222222222
CZ,Deaths,mech_ensemble,2021-08-09,0.625
DE,Cases,mech_ensemble,2021-08-09,0.274581178572312
DE,Deaths,mech_ensemble,2021-08-09,0.710371819960861
FR,Cases,mech_ensemble,2021-08-09,0.371652660231296
FR,Deaths,mech_ensemble,2021-08-09,0.504186602870814
GB,Cases,mech_ensemble,2021-08-09,0.1875
GB,Deaths,mech_ensemble,2021-08-09,0.722222222222222
PL,Cases,mech_ensemble,2021-08-09,0.2
PL,Deaths,mech_ensemble,2021-08-09,0.727272727272727
CZ,Cases,semi_ensemble,2021-08-09,0.666666666666667
CZ,Deaths,semi_ensemble,2021-08-09,0.275
DE,Cases,semi_ensemble,2021-08-09,0.500804550847187
DE,Deaths,semi_ensemble,2021-08-09,0.142857142857143
FR,Cases,semi_ensemble,2021-08-09,0.1875
FR,Deaths,semi_ensemble,2021-08-09,0.125
GB,Cases,semi_ensemble,2021-08-09,0.1875
GB,Deaths,semi_ensemble,2021-08-09,0.166666666666667
PL,Cases,semi_ensemble,2021-08-09,0.67947947947948
PL,Deaths,semi_ensemble,2021-08-09,0.181818181818182
CZ,Cases,stat_ensemble,2021-08-09,0.111111111111111
CZ,Deaths,stat_ensemble,2021-08-09,0.1
DE,Cases,stat_ensemble,2021-08-09,0.224614270580501
DE,Deaths,stat_ensemble,2021-08-09,0.146771037181996
FR,Cases,stat_ensemble,2021-08-09,0.440847339768704
FR,Deaths,stat_ensemble,2021-08-09,0.370813397129187
GB,Cases,stat_ensemble,2021-08-09,0.625
GB,Deaths,stat_ensemble,2021-08-09,0.111111111111111
PL,Cases,stat_ensemble,2021-08-09,0.120520520520521
PL,Deaths,stat_ensemble,2021-08-09,0.0909090909090909
CZ,Cases,mech_ensemble,2021-08-16,0.222222222222222
CZ,Deaths,mech_ensemble,2021-08-16,0.222222222222222
DE,Cases,mech_ensemble,2021-08-16,0.663040635686984
DE,Deaths,mech_ensemble,2021-08-16,0.381252627154266
FR,Cases,mech_ensemble,2021-08-16,0.337738356753819
FR,Deaths,mech_ensemble,2021-08-16,0.39453868103995
GB,Cases,mech_ensemble,2021-08-16,0.1875
GB,Deaths,mech_ensemble,2021-08-16,0.57791095890411
PL,Cases,mech_ensemble,2021-08-16,0.227272727272727
PL,Deaths,mech_ensemble,2021-08-16,0.7
CZ,Cases,semi_ensemble,2021-08-16,0.636336604222421
CZ,Deaths,semi_ensemble,2021-08-16,0.666666666666667
DE,Cases,semi_ensemble,2021-08-16,0.203626030979682
DE,Deaths,semi_ensemble,2021-08-16,0.153846153846154
FR,Cases,semi_ensemble,2021-08-16,0.1875
FR,Deaths,semi_ensemble,2021-08-16,0.1875
GB,Cases,semi_ensemble,2021-08-16,0.1875
GB,Deaths,semi_ensemble,2021-08-16,0.1875
PL,Cases,semi_ensemble,2021-08-16,0.681818181818182
PL,Deaths,semi_ensemble,2021-08-16,0.2
CZ,Cases,stat_ensemble,2021-08-16,0.141441173555357
CZ,Deaths,stat_ensemble,2021-08-16,0.111111111111111
DE,Cases,stat_ensemble,2021-08-16,0.133333333333333
DE,Deaths,stat_ensemble,2021-08-16,0.46490121899958
FR,Cases,stat_ensemble,2021-08-16,0.474761643246182
FR,Deaths,stat_ensemble,2021-08-16,0.417961318960051
GB,Cases,stat_ensemble,2021-08-16,0.625
GB,Deaths,stat_ensemble,2021-08-16,0.234589041095891
PL,Cases,stat_ensemble,2021-08-16,0.0909090909090909
PL,Deaths,stat_ensemble,2021-08-16,0.1
CZ,Cases,mech_ensemble,2021-08-23,0.591896407685881
CZ,Deaths,mech_ensemble,2021-08-23,0.372222222222222
DE,Cases,mech_ensemble,2021-08-23,0.556976576264333
DE,Deaths,mech_ensemble,2021-08-23,0.269230769230769
FR,Cases,mech_ensemble,2021-08-23,0.245082617971499
FR,Deaths,mech_ensemble,2021-08-23,0.339554794520548
GB,Cases,mech_ensemble,2021-08-23,0.1875
GB,Deaths,mech_ensemble,2021-08-23,0.442261904761905
PL,Cases,mech_ensemble,2021-08-23,0.684732824427481
PL,Deaths,mech_ensemble,2021-08-23,0.666666666666667
CZ,Cases,semi_ensemble,2021-08-23,0.296992481203008
CZ,Deaths,semi_ensemble,2021-08-23,0.516666666666667
DE,Cases,semi_ensemble,2021-08-23,0.309690090402334
DE,Deaths,semi_ensemble,2021-08-23,0.153846153846154
FR,Cases,semi_ensemble,2021-08-23,0.1875
FR,Deaths,semi_ensemble,2021-08-23,0.1875
GB,Cases,semi_ensemble,2021-08-23,0.230493459206734
GB,Deaths,semi_ensemble,2021-08-23,0.1875
PL,Cases,semi_ensemble,2021-08-23,0.21526717557252
PL,Deaths,semi_ensemble,2021-08-23,0.222222222222222
CZ,Cases,stat_ensemble,2021-08-23,0.111111111111111
CZ,Deaths,stat_ensemble,2021-08-23,0.111111111111111
DE,Cases,stat_ensemble,2021-08-23,0.133333333333333
DE,Deaths,stat_ensemble,2021-08-23,0.576923076923077
FR,Cases,stat_ensemble,2021-08-23,0.567417382028502
FR,Deaths,stat_ensemble,2021-08-23,0.472945205479452
GB,Cases,stat_ensemble,2021-08-23,0.582006540793266
GB,Deaths,stat_ensemble,2021-08-23,0.370238095238095
PL,Cases,stat_ensemble,2021-08-23,0.1
PL,Deaths,stat_ensemble,2021-08-23,0.111111111111111
CZ,Cases,mech_ensemble,2021-08-30,0.710413523147237
CZ,Deaths,mech_ensemble,2021-08-30,0.333333333333334
DE,Cases,mech_ensemble,2021-08-30,0.599453551912568
DE,Deaths,mech_ensemble,2021-08-30,0.295754446356856
FR,Cases,mech_ensemble,2021-08-30,0.442516902826728
FR,Deaths,mech_ensemble,2021-08-30,0.415545773212684
GB,Cases,mech_ensemble,2021-08-30,0.1875
GB,Deaths,mech_ensemble,2021-08-30,0.33309867417576
PL,Cases,mech_ensemble,2021-08-30,0.677771066143159
PL,Deaths,mech_ensemble,2021-08-30,0.727272727272727
CZ,Cases,semi_ensemble,2021-08-30,0.166666666666667
CZ,Deaths,semi_ensemble,2021-08-30,0.566666666666667
DE,Cases,semi_ensemble,2021-08-30,0.267213114754098
DE,Deaths,semi_ensemble,2021-08-30,0.142857142857143
FR,Cases,semi_ensemble,2021-08-30,0.1875
FR,Deaths,semi_ensemble,2021-08-30,0.166666666666667
GB,Cases,semi_ensemble,2021-08-30,0.202548548252169
GB,Deaths,semi_ensemble,2021-08-30,0.166666666666667
PL,Cases,semi_ensemble,2021-08-30,0.23131984294775
PL,Deaths,semi_ensemble,2021-08-30,0.181818181818182
CZ,Cases,stat_ensemble,2021-08-30,0.122919810186096
CZ,Deaths,stat_ensemble,2021-08-30,0.1
DE,Cases,stat_ensemble,2021-08-30,0.133333333333333
DE,Deaths,stat_ensemble,2021-08-30,0.561388410786001
FR,Cases,stat_ensemble,2021-08-30,0.369983097173272
FR,Deaths,stat_ensemble,2021-08-30,0.417787560120649
GB,Cases,stat_ensemble,2021-08-30,0.609951451747831
GB,Deaths,stat_ensemble,2021-08-30,0.500234659157574
PL,Cases,stat_ensemble,2021-08-30,0.0909090909090909
PL,Deaths,stat_ensemble,2021-08-30,0.0909090909090909
CZ,Cases,mech_ensemble,2021-09-06,0.696640826873385
CZ,Deaths,mech_ensemble,2021-09-06,0.583333333333334
DE,Cases,mech_ensemble,2021-09-06,0.472147905283169
DE,Deaths,mech_ensemble,2021-09-06,0.52785265049416
FR,Cases,mech_ensemble,2021-09-06,0.426194451205961
FR,Deaths,mech_ensemble,2021-09-06,0.415545773212684
GB,Cases,mech_ensemble,2021-09-06,0.1875
GB,Deaths,mech_ensemble,2021-09-06,0.357302867383513
PL,Cases,mech_ensemble,2021-09-06,0.687353918071103
PL,Deaths,mech_ensemble,2021-09-06,0.505050505050505
CZ,Cases,semi_ensemble,2021-09-06,0.192248062015504
CZ,Deaths,semi_ensemble,2021-09-06,0.316666666666666
DE,Cases,semi_ensemble,2021-09-06,0.155993611726858
DE,Deaths,semi_ensemble,2021-09-06,0.142857142857143
FR,Cases,semi_ensemble,2021-09-06,0.44880554879404
FR,Deaths,semi_ensemble,2021-09-06,0.166666666666667
GB,Cases,semi_ensemble,2021-09-06,0.590426832652325
GB,Deaths,semi_ensemble,2021-09-06,0.166666666666667
PL,Cases,semi_ensemble,2021-09-06,0.221736991019806
PL,Deaths,semi_ensemble,2021-09-06,0.404040404040404
CZ,Cases,stat_ensemble,2021-09-06,0.111111111111111
CZ,Deaths,stat_ensemble,2021-09-06,0.1
DE,Cases,stat_ensemble,2021-09-06,0.371858482989974
DE,Deaths,stat_ensemble,2021-09-06,0.329290206648698
FR,Cases,stat_ensemble,2021-09-06,0.125
FR,Deaths,stat_ensemble,2021-09-06,0.417787560120649
GB,Cases,stat_ensemble,2021-09-06,0.222073167347675
GB,Deaths,stat_ensemble,2021-09-06,0.476030465949821
PL,Cases,stat_ensemble,2021-09-06,0.0909090909090909
PL,Deaths,stat_ensemble,2021-09-06,0.0909090909090909
CZ,Cases,mech_ensemble,2021-09-13,0.64845277565247
CZ,Deaths,mech_ensemble,2021-09-13,0.5625
DE,Cases,mech_ensemble,2021-09-13,0.346300402738344
DE,Deaths,mech_ensemble,2021-09-13,0.285714285714286
FR,Cases,mech_ensemble,2021-09-13,0.34883637312765
FR,Deaths,mech_ensemble,2021-09-13,0.376834381551363
GB,Cases,mech_ensemble,2021-09-13,0.6875
GB,Deaths,mech_ensemble,2021-09-13,0.262388427208371
PL,Cases,mech_ensemble,2021-09-13,0.264309764309765
PL,Deaths,mech_ensemble,2021-09-13,0.227272727272727
CZ,Cases,semi_ensemble,2021-09-13,0.166666666666667
CZ,Deaths,semi_ensemble,2021-09-13,0.3375
DE,Cases,semi_ensemble,2021-09-13,0.133333333333333
DE,Deaths,semi_ensemble,2021-09-13,0.430429397192403
FR,Cases,semi_ensemble,2021-09-13,0.52616362687235
FR,Deaths,semi_ensemble,2021-09-13,0.166666666666667
GB,Cases,semi_ensemble,2021-09-13,0.1875
GB,Deaths,semi_ensemble,2021-09-13,0.166666666666667
PL,Cases,semi_ensemble,2021-09-13,0.644781144781145
PL,Deaths,semi_ensemble,2021-09-13,0.651515151515151
CZ,Cases,stat_ensemble,2021-09-13,0.184880557680864
CZ,Deaths,stat_ensemble,2021-09-13,0.1
DE,Cases,stat_ensemble,2021-09-13,0.520366263928322
DE,Deaths,stat_ensemble,2021-09-13,0.283856317093311
FR,Cases,stat_ensemble,2021-09-13,0.125
FR,Deaths,stat_ensemble,2021-09-13,0.456498951781971
GB,Cases,stat_ensemble,2021-09-13,0.125
GB,Deaths,stat_ensemble,2021-09-13,0.570944906124962
PL,Cases,stat_ensemble,2021-09-13,0.0909090909090909
PL,Deaths,stat_ensemble,2021-09-13,0.121212121212121
CZ,Cases,mech_ensemble,2021-09-20,0.561983278604532
CZ,Deaths,mech_ensemble,2021-09-20,0.416666666666667
DE,Cases,mech_ensemble,2021-09-20,0.233333333333333
DE,Deaths,mech_ensemble,2021-09-20,0.614906832298137
FR,Cases,mech_ensemble,2021-09-20,0.248753477384124
FR,Deaths,mech_ensemble,2021-09-20,0.288051161603538
GB,Cases,mech_ensemble,2021-09-20,0.283033375664736
GB,Deaths,mech_ensemble,2021-09-20,0.333722923484495
PL,Cases,mech_ensemble,2021-09-20,0.227272727272727
PL,Deaths,mech_ensemble,2021-09-20,0.227272727272727
CZ,Cases,semi_ensemble,2021-09-20,0.166666666666667
CZ,Deaths,semi_ensemble,2021-09-20,0.483333333333334
DE,Cases,semi_ensemble,2021-09-20,0.133333333333333
DE,Deaths,semi_ensemble,2021-09-20,0.142857142857143
FR,Cases,semi_ensemble,2021-09-20,0.626246522615876
FR,Deaths,semi_ensemble,2021-09-20,0.207938076024297
GB,Cases,semi_ensemble,2021-09-20,0.1875
GB,Deaths,semi_ensemble,2021-09-20,0.166666666666667
PL,Cases,semi_ensemble,2021-09-20,0.657128386933401
PL,Deaths,semi_ensemble,2021-09-20,0.619834710743802
CZ,Cases,stat_ensemble,2021-09-20,0.271350054728801
CZ,Deaths,stat_ensemble,2021-09-20,0.1
DE,Cases,stat_ensemble,2021-09-20,0.633333333333333
DE,Deaths,stat_ensemble,2021-09-20,0.24223602484472
FR,Cases,stat_ensemble,2021-09-20,0.125
FR,Deaths,stat_ensemble,2021-09-20,0.504010762372166
GB,Cases,stat_ensemble,2021-09-20,0.529466624335265
GB,Deaths,stat_ensemble,2021-09-20,0.499610409848839
PL,Cases,stat_ensemble,2021-09-20,0.115598885793872
PL,Deaths,stat_ensemble,2021-09-20,0.152892561983471
CZ,Cases,mech_ensemble,2021-09-27,0.54829188979022
CZ,Deaths,mech_ensemble,2021-09-27,0.392857142857143
DE,Cases,mech_ensemble,2021-09-27,0.25
DE,Deaths,mech_ensemble,2021-09-27,0.636675824175824
FR,Cases,mech_ensemble,2021-09-27,0.412769586267606
FR,Deaths,mech_ensemble,2021-09-27,0.222222222222222
GB,Cases,mech_ensemble,2021-09-27,0.420833333333334
GB,Deaths,mech_ensemble,2021-09-27,0.511883541295306
PL,Cases,mech_ensemble,2021-09-27,0.227272727272727
PL,Deaths,mech_ensemble,2021-09-27,0.255198259187621
CZ,Cases,semi_ensemble,2021-09-27,0.166666666666667
CZ,Deaths,semi_ensemble,2021-09-27,0.507142857142857
DE,Cases,semi_ensemble,2021-09-27,0.142857142857143
DE,Deaths,semi_ensemble,2021-09-27,0.291895604395604
FR,Cases,semi_ensemble,2021-09-27,0.462230413732395
FR,Deaths,semi_ensemble,2021-09-27,0.393470790378007
GB,Cases,semi_ensemble,2021-09-27,0.1875
GB,Deaths,semi_ensemble,2021-09-27,0.166666666666667
PL,Cases,semi_ensemble,2021-09-27,0.681818181818182
PL,Deaths,semi_ensemble,2021-09-27,0.579424564796906
CZ,Cases,stat_ensemble,2021-09-27,0.285041443543114
CZ,Deaths,stat_ensemble,2021-09-27,0.1
DE,Cases,stat_ensemble,2021-09-27,0.607142857142857
DE,Deaths,stat_ensemble,2021-09-27,0.0714285714285714
FR,Cases,stat_ensemble,2021-09-27,0.125
FR,Deaths,stat_ensemble,2021-09-27,0.384306987399771
GB,Cases,stat_ensemble,2021-09-27,0.391666666666667
GB,Deaths,stat_ensemble,2021-09-27,0.321449792038027
PL,Cases,stat_ensemble,2021-09-27,0.0909090909090909
PL,Deaths,stat_ensemble,2021-09-27,0.165377176015474
CZ,Cases,mech_ensemble,2021-10-04,0.620426829268293
CZ,Deaths,mech_ensemble,2021-10-04,0.420634920634921
DE,Cases,mech_ensemble,2021-10-04,0.25
DE,Deaths,mech_ensemble,2021-10-04,0.807692307692308
FR,Cases,mech_ensemble,2021-10-04,0.618107929999268
FR,Deaths,mech_ensemble,2021-10-04,0.369047619047619
GB,Cases,mech_ensemble,2021-10-04,0.534836775021705
GB,Deaths,mech_ensemble,2021-10-04,0.663878562577447
PL,Cases,mech_ensemble,2021-10-04,0.413422291993721
PL,Deaths,mech_ensemble,2021-10-04,0.333333333333334
CZ,Cases,semi_ensemble,2021-10-04,0.125
CZ,Deaths,semi_ensemble,2021-10-04,0.468253968253968
DE,Cases,semi_ensemble,2021-10-04,0.324603860182876
DE,Deaths,semi_ensemble,2021-10-04,0.115384615384615
FR,Cases,semi_ensemble,2021-10-04,0.239034927143589
FR,Deaths,semi_ensemble,2021-10-04,0.505952380952381
GB,Cases,semi_ensemble,2021-10-04,0.142857142857143
GB,Deaths,semi_ensemble,2021-10-04,0.211121437422553
PL,Cases,semi_ensemble,2021-10-04,0.48657770800628
PL,Deaths,semi_ensemble,2021-10-04,0.566666666666667
CZ,Cases,stat_ensemble,2021-10-04,0.254573170731708
CZ,Deaths,stat_ensemble,2021-10-04,0.111111111111111
DE,Cases,stat_ensemble,2021-10-04,0.425396139817124
DE,Deaths,stat_ensemble,2021-10-04,0.0769230769230769
FR,Cases,stat_ensemble,2021-10-04,0.142857142857143
FR,Deaths,stat_ensemble,2021-10-04,0.125
GB,Cases,stat_ensemble,2021-10-04,0.322306082121152
GB,Deaths,stat_ensemble,2021-10-04,0.125
PL,Cases,stat_ensemble,2021-10-04,0.1
PL,Deaths,stat_ensemble,2021-10-04,0.1
CZ,Cases,mech_ensemble,2021-10-11,0.691429689538221
CZ,Deaths,mech_ensemble,2021-10-11,0.590277777777778
DE,Cases,mech_ensemble,2021-10-11,0.62591956841589
DE,Deaths,mech_ensemble,2021-10-11,0.807692307692308
FR,Cases,mech_ensemble,2021-10-11,0.660344248786889
FR,Deaths,mech_ensemble,2021-10-11,0.381979695431472
GB,Cases,mech_ensemble,2021-10-11,0.567711554276888
GB,Deaths,mech_ensemble,2021-10-11,0.698529411764706
PL,Cases,mech_ensemble,2021-10-11,0.348207008964955
PL,Deaths,mech_ensemble,2021-10-11,0.348039215686275
CZ,Cases,semi_ensemble,2021-10-11,0.125
CZ,Deaths,semi_ensemble,2021-10-11,0.298611111111111
DE,Cases,semi_ensemble,2021-10-11,0.107142857142857
DE,Deaths,semi_ensemble,2021-10-11,0.115384615384615
FR,Cases,semi_ensemble,2021-10-11,0.196798608355968
FR,Deaths,semi_ensemble,2021-10-11,0.493020304568528
GB,Cases,semi_ensemble,2021-10-11,0.142857142857143
GB,Deaths,semi_ensemble,2021-10-11,0.176470588235295
PL,Cases,semi_ensemble,2021-10-11,0.551792991035045
PL,Deaths,semi_ensemble,2021-10-11,0.551960784313726
CZ,Cases,stat_ensemble,2021-10-11,0.18357031046178
CZ,Deaths,stat_ensemble,2021-10-11,0.111111111111111
DE,Cases,stat_ensemble,2021-10-11,0.266937574441253
DE,Deaths,stat_ensemble,2021-10-11,0.0769230769230769
FR,Cases,stat_ensemble,2021-10-11,0.142857142857143
FR,Deaths,stat_ensemble,2021-10-11,0.125
GB,Cases,stat_ensemble,2021-10-11,0.289431302865969
GB,Deaths,stat_ensemble,2021-10-11,0.125
PL,Cases,stat_ensemble,2021-10-11,0.1
PL,Deaths,stat_ensemble,2021-10-11,0.1
CZ,Cases,mech_ensemble,2021-10-18,0.608633785993887
CZ,Deaths,mech_ensemble,2021-10-18,0.777777777777778
DE,Cases,mech_ensemble,2021-10-18,0.369350642004639
DE,Deaths,mech_ensemble,2021-10-18,0.796085164835165
FR,Cases,mech_ensemble,2021-10-18,0.665503401330275
FR,Deaths,mech_ensemble,2021-10-18,0.491573033707865
GB,Cases,mech_ensemble,2021-10-18,0.34397100397435
GB,Deaths,mech_ensemble,2021-10-18,0.75
PL,Cases,mech_ensemble,2021-10-18,0.25
PL,Deaths,mech_ensemble,2021-10-18,0.468847025258035
CZ,Cases,semi_ensemble,2021-10-18,0.257121869801694
CZ,Deaths,semi_ensemble,2021-10-18,0.111111111111111
DE,Cases,semi_ensemble,2021-10-18,0.107142857142857
DE,Deaths,semi_ensemble,2021-10-18,0.115384615384615
FR,Cases,semi_ensemble,2021-10-18,0.174395497980663
FR,Deaths,semi_ensemble,2021-10-18,0.383426966292135
GB,Cases,semi_ensemble,2021-10-18,0.142857142857143
GB,Deaths,semi_ensemble,2021-10-18,0.125
PL,Cases,semi_ensemble,2021-10-18,0.65
PL,Deaths,semi_ensemble,2021-10-18,0.321225979692875
CZ,Cases,stat_ensemble,2021-10-18,0.134244344204419
CZ,Deaths,stat_ensemble,2021-10-18,0.111111111111111
DE,Cases,stat_ensemble,2021-10-18,0.523506500852505
DE,Deaths,stat_ensemble,2021-10-18,0.0885302197802198
FR,Cases,stat_ensemble,2021-10-18,0.160101100689062
FR,Deaths,stat_ensemble,2021-10-18,0.125
GB,Cases,stat_ensemble,2021-10-18,0.513171853168507
GB,Deaths,stat_ensemble,2021-10-18,0.125
PL,Cases,stat_ensemble,2021-10-18,0.1
PL,Deaths,stat_ensemble,2021-10-18,0.20992699504909
CZ,Cases,mech_ensemble,2021-10-25,0.285714285714286
CZ,Deaths,mech_ensemble,2021-10-25,0.615316901408451
DE,Cases,mech_ensemble,2021-10-25,0.269230769230769
DE,Deaths,mech_ensemble,2021-10-25,0.73037329228401
FR,Cases,mech_ensemble,2021-10-25,0.651303831647073
FR,Deaths,mech_ensemble,2021-10-25,0.574603174603175
GB,Cases,mech_ensemble,2021-10-25,0.38467135611795
GB,Deaths,mech_ensemble,2021-10-25,0.782637362637363
PL,Cases,mech_ensemble,2021-10-25,0.277777777777778
PL,Deaths,mech_ensemble,2021-10-25,0.700107874865156
CZ,Cases,semi_ensemble,2021-10-25,0.561299299248653
CZ,Deaths,semi_ensemble,2021-10-25,0.25968309859155
DE,Cases,semi_ensemble,2021-10-25,0.393162916811979
DE,Deaths,semi_ensemble,2021-10-25,0.12008530562504
FR,Cases,semi_ensemble,2021-10-25,0.0833333333333333
FR,Deaths,semi_ensemble,2021-10-25,0.282539682539682
GB,Cases,semi_ensemble,2021-10-25,0.448661977215383
GB,Deaths,semi_ensemble,2021-10-25,0.0745054945054945
PL,Cases,semi_ensemble,2021-10-25,0.611111111111111
PL,Deaths,semi_ensemble,2021-10-25,0.188781014023733
CZ,Cases,stat_ensemble,2021-10-25,0.152986415037061
CZ,Deaths,stat_ensemble,2021-10-25,0.125
DE,Cases,stat_ensemble,2021-10-25,0.337606313957251
DE,Deaths,stat_ensemble,2021-10-25,0.14954140209095
FR,Cases,stat_ensemble,2021-10-25,0.265362835019594
FR,Deaths,stat_ensemble,2021-10-25,0.142857142857143
GB,Cases,stat_ensemble,2021-10-25,0.166666666666667
GB,Deaths,stat_ensemble,2021-10-25,0.142857142857143
PL,Cases,stat_ensemble,2021-10-25,0.111111111111111
PL,Deaths,stat_ensemble,2021-10-25,0.111111111111111
CZ,Cases,mech_ensemble,2021-11-01,0.285714285714286
CZ,Deaths,mech_ensemble,2021-11-01,0.3125
